order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender
ORD5925,CUST1925,33,PROD1125,India,2023-01-18,2024-01-30,0,paused,2025-07-23,314.54,1,39,Electronics,Dining Table,Home,Female
ORD5926,CUST1926,44,PROD1126,UK,2021-04-08,2023-03-24,4,active,2023-11-11,183.6,7,30,Clothing,Headphones,Electronics,Other
ORD5927,CUST1927,54,PROD1127,Germany,2020-09-28,2023-09-10,3,paused,2023-05-23,326.2,5,16,Home,Refrigerator,Home,Female
ORD5928,CUST1928,19,PROD1128,India,2020-10-31,2023-06-13,1,paused,2023-04-19,203.29,9,8,Electronics,Conditioner,Beauty,Male
ORD5929,CUST1929,21,PROD1129,UK,2021-10-15,2022-05-01,0,active,2024-04-18,287.98,4,38,Electronics,Jeans,Clothing,Other
ORD5930,CUST1930,42,PROD1130,Pakistan,2023-04-22,2023-10-14,3,active,2024-09-08,1187.15,1,37,Beauty,Vacuum Cleaner,Home,Female
ORD5931,CUST1931,31,PROD1131,USA,2021-06-18,2024-09-15,1,active,2024-03-25,41.26,2,43,Electronics,Tennis Racket,Sports,Female
ORD5932,CUST1932,25,PROD1132,UK,2020-09-07,2025-05-14,5,active,2021-06-26,442.11,4,32,Sports,Shampoo,Beauty,Male
ORD5933,CUST1933,21,PROD1133,Canada,2021-09-08,2025-01-27,0,active,2022-06-30,157.4,7,45,Sports,Lipstick,Beauty,Male
ORD5934,CUST1934,30,PROD1134,USA,2022-03-05,2025-04-08,0,active,2024-08-09,840.86,2,21,Home,Tennis Racket,Sports,Female
ORD5935,CUST1935,43,PROD1135,Canada,2022-10-23,2024-05-05,3,paused,2024-08-21,267.94,6,40,Sports,Refrigerator,Home,Female
ORD5936,CUST1936,40,PROD1136,UK,2022-01-24,2023-09-16,5,active,2025-03-20,221.07,8,27,Clothing,Sofa,Home,Male
ORD5937,CUST1937,52,PROD1137,Germany,2021-04-15,2024-06-22,0,cancelled,2025-06-02,198.6,4,47,Electronics,Shirt,Clothing,Male
ORD5938,CUST1938,69,PROD1138,Canada,2020-12-05,2022-04-30,1,active,2022-08-08,1782.82,1,47,Sports,Dumbbells,Sports,Female
ORD5939,CUST1939,45,PROD1139,Pakistan,2022-03-18,2022-07-21,3,cancelled,2025-05-18,246.91,7,25,Home,Tablet,Electronics,Male
ORD5940,CUST1940,26,PROD1140,Pakistan,2021-07-08,2023-02-26,0,paused,2024-10-11,41.5,7,7,Electronics,Cricket Bat,Sports,Male
ORD5941,CUST1941,27,PROD1141,USA,2022-11-06,2024-06-29,3,active,2023-08-02,49.54,5,2,Electronics,Cricket Bat,Sports,Male
ORD5942,CUST1942,56,PROD1142,UK,2022-05-06,2024-01-21,1,active,2025-05-18,394.99,5,35,Home,Jacket,Clothing,Female
ORD5943,CUST1943,38,PROD1143,Germany,2023-03-13,2023-04-04,0,active,2023-09-04,117.48,6,47,Home,Yoga Mat,Sports,Female
ORD5944,CUST1944,33,PROD1144,India,2021-02-21,2024-03-16,5,cancelled,2021-06-08,262.89,4,14,Home,Football,Sports,Male
ORD5945,CUST1945,19,PROD1145,Canada,2022-04-05,2022-12-07,0,paused,2022-09-22,113.64,9,17,Electronics,Foundation,Beauty,Male
ORD5946,CUST1946,44,PROD1146,Germany,2023-07-18,2024-01-18,1,paused,2025-05-17,871.85,2,23,Electronics,Dress,Clothing,Female
ORD5947,CUST1947,69,PROD1147,USA,2022-05-31,2022-06-22,5,active,2023-02-26,470.37,3,37,Electronics,Laptop,Electronics,Male
ORD5948,CUST1948,39,PROD1148,USA,2020-12-11,2021-06-07,5,active,2021-07-24,349.45,5,22,Electronics,Cycling Helmet,Sports,Male
ORD5949,CUST1949,67,PROD1149,India,2021-10-20,2022-07-25,0,paused,2023-11-27,246.71,6,12,Clothing,Perfume,Beauty,Female
ORD5950,CUST1950,22,PROD1150,Germany,2023-04-09,2024-04-22,2,active,2025-03-27,219.88,4,48,Clothing,Skirt,Clothing,Male
ORD5951,CUST1951,57,PROD1151,Canada,2022-09-09,2023-09-02,5,active,2022-10-11,38.9,7,48,Sports,Vacuum Cleaner,Home,Female
ORD5952,CUST1952,18,PROD1152,Pakistan,2022-08-27,2023-08-14,5,active,2024-04-24,235.66,6,9,Clothing,Foundation,Beauty,Male
ORD5953,CUST1953,30,PROD1153,Canada,2021-04-13,2025-04-13,1,active,2024-11-20,1880.02,1,48,Clothing,Blender,Home,Female
ORD5954,CUST1954,64,PROD1154,Pakistan,2023-06-15,2024-12-21,4,cancelled,2024-12-25,55.52,9,42,Sports,Cricket Bat,Sports,Male
ORD5955,CUST1955,45,PROD1155,USA,2023-04-11,2025-02-09,1,active,2023-06-18,73.02,6,21,Beauty,Perfume,Beauty,Female
ORD5956,CUST1956,58,PROD1156,Pakistan,2021-11-28,2025-03-27,3,active,2023-02-08,1802.85,1,37,Electronics,T-Shirt,Clothing,Male
ORD5957,CUST1957,21,PROD1157,Pakistan,2021-10-12,2021-10-27,5,cancelled,2023-11-08,778.38,2,28,Home,Sneakers,Clothing,Male
ORD5958,CUST1958,22,PROD1158,Pakistan,2022-01-27,2024-09-29,3,cancelled,2024-11-30,128.14,9,9,Home,Bluetooth Speaker,Electronics,Female
ORD5959,CUST1959,36,PROD1159,Germany,2021-08-02,2022-07-08,3,active,2023-12-02,175.21,7,5,Electronics,Basketball,Sports,Female
ORD5960,CUST1960,24,PROD1160,India,2020-10-03,2025-03-15,4,cancelled,2023-09-16,178.84,3,34,Sports,Basketball,Sports,Male
ORD5961,CUST1961,65,PROD1161,Canada,2022-01-21,2022-08-13,1,active,2024-04-24,100.8,6,38,Beauty,Dining Table,Home,Female
ORD5962,CUST1962,56,PROD1162,USA,2021-10-31,2025-07-25,0,active,2024-08-19,469.18,3,12,Electronics,Smartwatch,Electronics,Male
ORD5963,CUST1963,21,PROD1163,India,2022-09-26,2023-05-19,1,cancelled,2023-07-25,395.18,5,7,Home,Sneakers,Clothing,Male
ORD5964,CUST1964,39,PROD1164,Canada,2022-11-14,2025-05-01,3,active,2024-11-01,66.9,7,5,Electronics,T-Shirt,Clothing,Female
ORD5965,CUST1965,39,PROD1165,Pakistan,2021-11-04,2023-12-21,3,cancelled,2022-02-03,228.96,7,11,Electronics,Sneakers,Clothing,Female
ORD5966,CUST1966,29,PROD1166,USA,2021-05-13,2024-02-19,2,paused,2023-04-06,150.3,5,44,Sports,Perfume,Beauty,Male
ORD5967,CUST1967,32,PROD1167,Germany,2021-07-31,2022-05-20,2,cancelled,2025-08-04,77.12,3,31,Clothing,Chair,Home,Male
ORD5968,CUST1968,54,PROD1168,Pakistan,2021-03-10,2024-06-12,1,active,2021-07-21,72.21,6,29,Electronics,Lamp,Home,Female
ORD5969,CUST1969,36,PROD1169,India,2023-06-20,2024-12-11,1,cancelled,2023-09-07,196.33,3,22,Beauty,Camera,Electronics,Male
ORD5970,CUST1970,47,PROD1170,Germany,2022-03-17,2025-03-19,4,active,2023-12-08,3.79,6,47,Clothing,Moisturizer,Beauty,Male
ORD5971,CUST1971,29,PROD1171,India,2022-04-18,2024-11-14,5,active,2023-10-29,106.22,3,36,Electronics,Dining Table,Home,Female
ORD5972,CUST1972,62,PROD1172,India,2023-01-05,2025-07-24,2,cancelled,2024-10-20,180.75,3,37,Electronics,Nail Polish,Beauty,Female
ORD5973,CUST1973,61,PROD1173,Pakistan,2021-09-25,2025-01-18,3,active,2022-09-10,296.92,4,28,Electronics,Camera,Electronics,Female
ORD5974,CUST1974,63,PROD1174,Canada,2022-03-02,2023-01-23,5,active,2024-12-18,29.5,8,14,Home,Jacket,Clothing,Male
ORD5975,CUST1975,53,PROD1175,India,2022-05-06,2025-05-24,2,active,2023-01-08,31.86,9,14,Beauty,Tablet,Electronics,Female
ORD5976,CUST1976,43,PROD1176,USA,2023-06-12,2023-11-07,0,active,2025-06-23,145.88,7,9,Clothing,Basketball,Sports,Female
ORD5977,CUST1977,63,PROD1177,Canada,2021-05-26,2022-12-03,5,active,2023-12-14,296.35,4,8,Beauty,Camera,Electronics,Male
ORD5978,CUST1978,61,PROD1178,Pakistan,2022-12-14,2023-09-18,0,active,2023-06-21,488.66,4,20,Home,Camera,Electronics,Male
ORD5979,CUST1979,29,PROD1179,Canada,2022-07-03,2025-06-25,1,paused,2023-11-28,132.21,4,6,Beauty,Lipstick,Beauty,Female
ORD5980,CUST1980,64,PROD1180,Pakistan,2022-04-18,2025-02-26,3,paused,2022-07-23,213.5,7,39,Home,Jacket,Clothing,Female
ORD5981,CUST1981,46,PROD1181,UK,2023-06-27,2025-04-18,3,cancelled,2024-04-02,160.9,7,41,Sports,Hoodie,Clothing,Male
ORD5982,CUST1982,67,PROD1182,Pakistan,2020-09-28,2022-09-11,1,cancelled,2020-09-28,58.81,7,46,Clothing,Lipstick,Beauty,Male
ORD5983,CUST1983,37,PROD1183,UK,2022-04-10,2022-05-15,0,active,2022-06-11,211.84,6,30,Beauty,Camera,Electronics,Male
ORD5984,CUST1984,25,PROD1184,India,2021-03-14,2022-06-10,1,active,2025-06-18,1982.82,1,7,Sports,Sneakers,Clothing,Male
ORD5985,CUST1985,22,PROD1185,Pakistan,2023-02-06,2024-03-07,3,paused,2025-04-24,9.93,8,28,Beauty,Tennis Racket,Sports,Male
ORD5986,CUST1986,54,PROD1186,Germany,2021-04-01,2024-02-04,3,active,2024-08-23,7.25,8,29,Home,Jeans,Clothing,Male
ORD5987,CUST1987,18,PROD1187,UK,2023-02-19,2023-04-24,4,active,2024-09-21,21.48,9,17,Clothing,Bluetooth Speaker,Electronics,Female
ORD5988,CUST1988,44,PROD1188,Germany,2023-01-08,2023-07-31,4,active,2023-04-02,211.96,1,3,Home,Chair,Home,Male
ORD5989,CUST1989,62,PROD1189,India,2022-12-25,2024-06-07,0,active,2024-08-16,231.71,4,2,Electronics,Blender,Home,Female
ORD5990,CUST1990,42,PROD1190,UK,2022-02-24,2022-10-29,1,active,2024-01-08,186.02,6,11,Electronics,Conditioner,Beauty,Female
ORD5991,CUST1991,53,PROD1191,Pakistan,2021-02-11,2024-09-19,1,paused,2022-11-26,437.26,1,8,Home,Smartphone,Electronics,Female
ORD5992,CUST1992,26,PROD1192,Pakistan,2022-02-13,2024-02-15,1,cancelled,2025-08-16,139.94,3,33,Home,Perfume,Beauty,Other
ORD5993,CUST1993,40,PROD1193,UK,2022-12-20,2023-11-21,2,active,2024-02-06,125.24,4,3,Sports,Smartphone,Electronics,Female
ORD5994,CUST1994,49,PROD1194,Pakistan,2020-12-09,2021-03-22,5,active,2025-05-03,404.7,1,19,Beauty,Refrigerator,Home,Female
ORD5995,CUST1995,32,PROD1195,Pakistan,2020-09-13,2023-05-07,5,active,2023-06-26,141.68,8,21,Home,Perfume,Beauty,Female
ORD5996,CUST1996,39,PROD1196,Canada,2021-11-20,2025-06-05,1,active,2022-04-04,297.66,5,27,Sports,Cricket Bat,Sports,Male
ORD5997,CUST1997,53,PROD1197,UK,2022-10-13,2023-10-15,2,active,2023-07-12,36.92,5,24,Sports,Football,Sports,Female
ORD5998,CUST1998,68,PROD1198,Canada,2023-02-05,2023-05-02,1,active,2023-05-16,11.28,2,32,Sports,Cycling Helmet,Sports,Female
ORD5999,CUST1999,63,PROD1199,Germany,2022-11-03,2023-01-11,4,cancelled,2025-03-08,62.25,3,40,Sports,Cricket Bat,Sports,Male
ORD6000,CUST2000,40,PROD1200,USA,2023-03-30,2025-01-11,2,paused,2023-10-19,317.92,4,48,Beauty,Foundation,Beauty,Male
ORD6001,CUST2001,50,PROD1201,Canada,2023-06-01,2023-10-05,5,active,2023-08-09,273.87,6,22,Clothing,Face Wash,Beauty,Male
ORD6002,CUST2002,55,PROD1202,Germany,2021-09-01,2024-01-14,5,cancelled,2024-04-05,408.29,2,37,Clothing,Laptop,Electronics,Male
ORD6003,CUST2003,66,PROD1203,UK,2021-04-19,2024-01-05,0,active,2025-05-10,168.28,7,48,Sports,Sofa,Home,Female
ORD6004,CUST2004,55,PROD1204,UK,2021-07-20,2025-08-02,0,active,2023-02-18,365.91,3,34,Clothing,Yoga Mat,Sports,Male
ORD6005,CUST2005,26,PROD1205,India,2022-05-17,2024-02-07,2,paused,2024-01-05,54.74,9,20,Electronics,Shirt,Clothing,Female
ORD6006,CUST2006,36,PROD1206,India,2021-07-28,2023-09-05,5,active,2022-02-17,343.61,5,5,Sports,Perfume,Beauty,Male
ORD6007,CUST2007,36,PROD1207,Germany,2021-05-29,2023-07-12,3,paused,2022-01-10,144.61,8,16,Electronics,Perfume,Beauty,Male
ORD6008,CUST2008,46,PROD1208,Pakistan,2021-10-18,2023-12-19,5,cancelled,2024-03-27,232.44,5,38,Sports,Cricket Bat,Sports,Male
ORD6009,CUST2009,68,PROD1209,Germany,2021-02-08,2021-11-29,2,active,2021-07-16,379.58,3,20,Clothing,Bluetooth Speaker,Electronics,Female
ORD6010,CUST2010,40,PROD1210,UK,2021-02-01,2023-08-17,1,active,2021-02-25,95.69,9,2,Sports,Refrigerator,Home,Other
ORD6011,CUST2011,57,PROD1211,UK,2021-10-10,2023-11-30,4,active,2025-02-14,349.76,5,21,Electronics,Running Shoes,Sports,Male
ORD6012,CUST2012,60,PROD1212,Germany,2022-03-17,2025-02-10,2,active,2022-03-30,9.35,5,21,Electronics,Hoodie,Clothing,Female
ORD6013,CUST2013,55,PROD1213,India,2021-04-03,2022-08-17,2,paused,2021-07-18,869.42,1,7,Beauty,Skirt,Clothing,Male
ORD6014,CUST2014,50,PROD1214,Canada,2023-07-14,2024-04-10,0,active,2025-03-20,328.95,2,48,Sports,Smartwatch,Electronics,Male
ORD6015,CUST2015,40,PROD1215,Canada,2021-11-14,2024-03-17,3,cancelled,2022-08-21,204.01,4,12,Beauty,Yoga Mat,Sports,Female
ORD6016,CUST2016,27,PROD1216,Pakistan,2020-11-04,2023-09-19,1,paused,2021-03-19,246.98,3,16,Beauty,Lipstick,Beauty,Female
ORD6017,CUST2017,48,PROD1217,India,2022-10-22,2022-10-30,4,paused,2023-12-09,324.78,4,39,Home,T-Shirt,Clothing,Female
ORD6018,CUST2018,39,PROD1218,UK,2022-10-20,2023-02-09,2,paused,2023-10-01,288.74,4,20,Sports,Lipstick,Beauty,Female
ORD6019,CUST2019,67,PROD1219,UK,2021-10-21,2021-11-08,4,cancelled,2025-04-27,259.66,6,42,Electronics,Jacket,Clothing,Female
ORD6020,CUST2020,36,PROD1220,USA,2022-03-20,2025-03-25,5,active,2024-04-24,93.98,8,49,Sports,Microwave,Home,Male
ORD6021,CUST2021,32,PROD1221,UK,2023-01-03,2025-03-04,2,active,2025-08-02,617.67,2,46,Beauty,Yoga Mat,Sports,Male
ORD6022,CUST2022,32,PROD1222,Germany,2021-07-31,2023-09-07,4,active,2024-05-15,208.08,7,39,Clothing,Football,Sports,Male
ORD6023,CUST2023,27,PROD1223,USA,2020-08-28,2021-12-25,2,cancelled,2024-03-21,352.3,4,18,Electronics,Refrigerator,Home,Female
ORD6024,CUST2024,57,PROD1224,USA,2022-06-21,2022-09-13,1,active,2023-02-01,1129.55,1,4,Clothing,Yoga Mat,Sports,Female
ORD6025,CUST2025,42,PROD1225,Canada,2021-08-16,2024-03-18,3,active,2024-06-09,578.42,1,41,Home,Running Shoes,Sports,Male
ORD6026,CUST2026,27,PROD1226,Canada,2022-08-17,2025-03-15,1,active,2023-09-05,179.48,4,37,Beauty,Smartphone,Electronics,Male
ORD6027,CUST2027,19,PROD1227,India,2023-05-17,2025-04-05,4,active,2024-11-13,157.13,7,5,Sports,Sofa,Home,Female
ORD6028,CUST2028,24,PROD1228,USA,2022-11-21,2024-07-24,0,active,2023-03-23,21.02,6,2,Clothing,Dumbbells,Sports,Female
ORD6029,CUST2029,53,PROD1229,Canada,2023-07-10,2025-03-27,1,cancelled,2024-12-23,251.82,2,25,Beauty,Shampoo,Beauty,Female
ORD6030,CUST2030,54,PROD1230,India,2022-10-21,2024-08-07,4,paused,2023-09-26,158.76,6,25,Electronics,Hoodie,Clothing,Male
ORD6031,CUST2031,37,PROD1231,Germany,2020-12-16,2021-02-02,1,cancelled,2021-05-05,384.21,4,14,Sports,Gaming Console,Electronics,Female
ORD6032,CUST2032,49,PROD1232,Germany,2020-11-30,2021-07-16,3,active,2023-01-26,456.94,1,20,Home,Sofa,Home,Female
ORD6033,CUST2033,68,PROD1233,Canada,2021-02-22,2024-03-13,2,cancelled,2022-06-25,60.37,8,7,Electronics,Blender,Home,Female
ORD6034,CUST2034,56,PROD1234,India,2022-05-16,2023-09-25,3,cancelled,2023-11-20,88.97,8,22,Clothing,Headphones,Electronics,Female
ORD6035,CUST2035,26,PROD1235,Pakistan,2022-11-26,2023-01-19,1,active,2025-01-07,110.67,7,36,Home,Tennis Racket,Sports,Female
ORD6036,CUST2036,32,PROD1236,UK,2021-07-03,2022-02-03,2,cancelled,2024-02-18,791.7,2,23,Beauty,Shampoo,Beauty,Male
ORD6037,CUST2037,54,PROD1237,USA,2022-01-05,2025-02-24,2,paused,2025-02-22,811.8,2,29,Sports,Cycling Helmet,Sports,Female
ORD6038,CUST2038,63,PROD1238,Canada,2022-06-01,2025-04-03,0,cancelled,2025-01-14,71.4,9,27,Electronics,Sneakers,Clothing,Female
ORD6039,CUST2039,19,PROD1239,Pakistan,2022-05-12,2023-11-02,0,paused,2022-10-02,164.17,6,41,Beauty,Smartwatch,Electronics,Male
ORD6040,CUST2040,61,PROD1240,India,2021-03-19,2023-12-31,2,active,2023-04-19,439.94,4,46,Clothing,Skirt,Clothing,Female
ORD6041,CUST2041,22,PROD1241,USA,2021-07-23,2021-10-16,1,cancelled,2023-03-21,156.82,2,47,Home,Shirt,Clothing,Male
ORD6042,CUST2042,51,PROD1242,Pakistan,2021-05-07,2024-07-16,2,cancelled,2024-01-25,62.14,5,33,Home,Running Shoes,Sports,Male
ORD6043,CUST2043,53,PROD1243,UK,2022-04-21,2024-02-27,1,cancelled,2023-11-03,34.67,7,37,Sports,Jacket,Clothing,Male
ORD6044,CUST2044,52,PROD1244,USA,2023-03-14,2024-08-03,2,active,2024-05-13,1707.78,1,1,Electronics,Skirt,Clothing,Female
ORD6045,CUST2045,39,PROD1245,India,2022-09-25,2023-11-20,2,active,2025-04-24,264.01,6,27,Sports,Moisturizer,Beauty,Male
ORD6046,CUST2046,31,PROD1246,India,2021-11-12,2024-03-16,2,active,2024-01-20,87.51,5,13,Clothing,T-Shirt,Clothing,Female
ORD6047,CUST2047,22,PROD1247,USA,2021-09-22,2024-07-25,0,active,2024-01-24,243.13,5,35,Home,Conditioner,Beauty,Male
ORD6048,CUST2048,61,PROD1248,Germany,2022-01-17,2024-07-15,1,cancelled,2022-02-02,880.36,2,27,Clothing,Bluetooth Speaker,Electronics,Female
ORD6049,CUST2049,47,PROD1249,Canada,2021-07-02,2022-12-23,4,cancelled,2024-01-02,793.56,1,31,Sports,Lamp,Home,Female
ORD6050,CUST2050,29,PROD1250,Canada,2023-07-26,2024-11-06,1,paused,2023-12-28,100.04,9,11,Beauty,Lipstick,Beauty,Female
ORD6051,CUST2051,38,PROD1251,USA,2022-12-08,2025-02-07,0,active,2025-01-16,207.64,7,14,Beauty,Moisturizer,Beauty,Female
ORD6052,CUST2052,56,PROD1252,Canada,2022-10-03,2025-05-16,3,cancelled,2024-06-28,96.98,8,38,Clothing,Laptop,Electronics,Female
ORD6053,CUST2053,23,PROD1253,Pakistan,2022-02-24,2024-12-18,3,paused,2022-12-16,149.0,4,1,Electronics,Conditioner,Beauty,Female
ORD6054,CUST2054,50,PROD1254,India,2023-04-24,2024-04-22,1,active,2025-05-01,451.57,2,21,Clothing,Laptop,Electronics,Female
ORD6055,CUST2055,38,PROD1255,Pakistan,2023-07-20,2023-10-08,0,paused,2025-02-04,292.96,4,36,Electronics,Smartphone,Electronics,Male
ORD6056,CUST2056,40,PROD1256,India,2023-07-25,2024-08-20,2,active,2024-06-16,1825.62,1,9,Sports,Jeans,Clothing,Male
ORD6057,CUST2057,50,PROD1257,UK,2021-02-16,2025-01-07,3,active,2024-08-15,152.66,6,28,Home,Skirt,Clothing,Male
ORD6058,CUST2058,61,PROD1258,UK,2021-12-21,2023-02-24,0,cancelled,2023-02-12,190.72,2,14,Clothing,Football,Sports,Male
ORD6059,CUST2059,22,PROD1259,UK,2022-02-15,2024-11-05,5,cancelled,2023-12-01,632.95,2,21,Sports,Cycling Helmet,Sports,Female
ORD6060,CUST2060,49,PROD1260,Canada,2021-03-16,2025-03-19,3,active,2024-11-26,181.65,5,38,Home,Dumbbells,Sports,Male
ORD6061,CUST2061,47,PROD1261,Germany,2022-11-08,2023-01-11,3,active,2024-12-09,109.38,9,34,Clothing,Vacuum Cleaner,Home,Female
ORD6062,CUST2062,67,PROD1262,Germany,2021-07-31,2024-01-12,4,paused,2024-09-08,159.55,6,31,Home,Chair,Home,Male
ORD6063,CUST2063,20,PROD1263,Canada,2023-01-24,2024-10-15,5,cancelled,2024-05-10,688.6,1,21,Electronics,Face Wash,Beauty,Female
ORD6064,CUST2064,62,PROD1264,UK,2022-11-26,2023-12-28,3,cancelled,2025-03-06,232.71,7,37,Sports,Refrigerator,Home,Female
ORD6065,CUST2065,26,PROD1265,UK,2020-12-01,2024-03-20,5,active,2022-09-25,266.97,3,31,Electronics,Smartphone,Electronics,Male
ORD6066,CUST2066,40,PROD1266,UK,2022-06-01,2022-10-01,0,active,2025-04-07,21.76,9,20,Home,T-Shirt,Clothing,Male
ORD6067,CUST2067,63,PROD1267,Pakistan,2022-03-25,2025-07-07,5,cancelled,2022-10-12,845.1,2,3,Home,Hoodie,Clothing,Female
ORD6068,CUST2068,30,PROD1268,UK,2021-09-03,2025-04-13,2,active,2023-04-18,162.4,7,33,Clothing,Shampoo,Beauty,Female
ORD6069,CUST2069,68,PROD1269,UK,2022-02-23,2024-08-15,3,cancelled,2025-07-14,168.82,9,45,Home,Bluetooth Speaker,Electronics,Male
ORD6070,CUST2070,63,PROD1270,Pakistan,2021-02-01,2021-11-24,3,cancelled,2023-02-14,51.61,7,24,Sports,Foundation,Beauty,Male
ORD6071,CUST2071,36,PROD1271,Germany,2021-09-10,2024-07-09,4,active,2021-10-29,257.69,6,5,Clothing,Jacket,Clothing,Male
ORD6072,CUST2072,53,PROD1272,UK,2020-10-08,2021-05-06,1,cancelled,2022-09-06,90.01,3,37,Home,Skirt,Clothing,Female
ORD6073,CUST2073,51,PROD1273,USA,2021-04-07,2023-06-26,4,paused,2021-10-01,8.45,8,42,Beauty,Lamp,Home,Male
ORD6074,CUST2074,59,PROD1274,USA,2021-12-02,2024-03-19,2,active,2022-05-03,135.26,8,36,Clothing,Skirt,Clothing,Female
ORD6075,CUST2075,45,PROD1275,India,2023-06-09,2023-08-12,4,active,2024-10-15,435.92,3,38,Clothing,Dumbbells,Sports,Male
ORD6076,CUST2076,64,PROD1276,India,2022-12-18,2025-04-20,3,active,2024-01-11,186.66,7,14,Beauty,Dumbbells,Sports,Male
ORD6077,CUST2077,22,PROD1277,Germany,2022-08-13,2024-04-21,5,cancelled,2023-10-30,60.8,8,19,Home,Cycling Helmet,Sports,Male
ORD6078,CUST2078,41,PROD1278,Pakistan,2022-05-17,2022-11-30,1,active,2024-10-19,52.29,9,37,Clothing,Skirt,Clothing,Female
ORD6079,CUST2079,19,PROD1279,Pakistan,2020-11-24,2024-02-12,1,active,2023-06-12,325.42,5,17,Beauty,Football,Sports,Male
ORD6080,CUST2080,50,PROD1280,Canada,2021-05-27,2022-02-05,2,cancelled,2024-12-30,204.08,9,20,Beauty,Nail Polish,Beauty,Female
ORD6081,CUST2081,55,PROD1281,Canada,2021-07-29,2024-08-18,4,active,2023-05-18,236.78,6,5,Beauty,Vacuum Cleaner,Home,Male
ORD6082,CUST2082,42,PROD1282,Canada,2022-06-02,2022-08-16,5,paused,2022-11-05,920.25,1,6,Electronics,Chair,Home,Female
ORD6083,CUST2083,54,PROD1283,India,2023-02-21,2025-05-13,1,paused,2023-05-23,248.76,5,9,Electronics,Lamp,Home,Male
ORD6084,CUST2084,28,PROD1284,USA,2023-02-22,2023-04-15,0,active,2023-05-02,44.12,6,11,Clothing,Cricket Bat,Sports,Male
ORD6085,CUST2085,19,PROD1285,USA,2023-07-21,2025-02-26,1,paused,2024-07-26,1330.98,1,24,Electronics,Jacket,Clothing,Female
ORD6086,CUST2086,49,PROD1286,USA,2021-11-04,2022-03-16,0,active,2024-06-06,65.75,7,25,Electronics,Sneakers,Clothing,Female
ORD6087,CUST2087,45,PROD1287,Germany,2021-09-06,2023-08-13,0,active,2023-09-27,573.06,3,31,Clothing,Tablet,Electronics,Female
ORD6088,CUST2088,23,PROD1288,Pakistan,2022-10-05,2024-11-07,4,active,2024-10-17,384.45,5,23,Electronics,Lamp,Home,Male
ORD6089,CUST2089,29,PROD1289,Canada,2020-10-01,2021-09-06,0,active,2021-09-04,61.45,9,42,Beauty,Face Wash,Beauty,Female
ORD6090,CUST2090,53,PROD1290,USA,2021-11-26,2023-02-22,2,active,2025-05-02,476.48,4,15,Sports,Gaming Console,Electronics,Male
ORD6091,CUST2091,22,PROD1291,Germany,2022-08-22,2025-02-18,0,paused,2024-08-11,542.87,2,32,Beauty,Football,Sports,Female
ORD6092,CUST2092,26,PROD1292,Pakistan,2021-09-26,2023-11-26,3,active,2022-05-14,491.48,4,26,Electronics,Foundation,Beauty,Female
ORD6093,CUST2093,43,PROD1293,Germany,2023-07-06,2024-04-02,0,active,2024-05-16,309.37,3,31,Sports,Sneakers,Clothing,Female
ORD6094,CUST2094,51,PROD1294,Germany,2020-11-22,2022-11-26,3,active,2021-12-15,4.8,7,27,Clothing,Skirt,Clothing,Female
ORD6095,CUST2095,63,PROD1295,India,2022-10-08,2023-07-18,5,active,2023-04-10,247.22,4,31,Clothing,Lipstick,Beauty,Female
ORD6096,CUST2096,64,PROD1296,Germany,2022-01-18,2024-10-02,2,active,2023-11-07,121.04,7,33,Clothing,Shampoo,Beauty,Male
ORD6097,CUST2097,54,PROD1297,Pakistan,2022-03-01,2023-11-21,3,active,2022-06-24,146.91,7,24,Clothing,Perfume,Beauty,Female
ORD6098,CUST2098,50,PROD1298,Canada,2022-04-02,2023-08-09,3,paused,2023-08-07,1319.96,1,39,Beauty,Cycling Helmet,Sports,Female
ORD6099,CUST2099,63,PROD1299,Germany,2022-07-05,2025-04-10,1,paused,2024-06-30,84.26,4,15,Sports,Running Shoes,Sports,Female
ORD6100,CUST2100,33,PROD1300,USA,2022-07-05,2022-09-30,5,active,2025-02-05,313.24,4,45,Clothing,Gaming Console,Electronics,Male
ORD6101,CUST2101,18,PROD1301,India,2022-04-27,2024-02-20,5,cancelled,2024-06-08,261.8,4,49,Sports,Laptop,Electronics,Female
ORD6102,CUST2102,69,PROD1302,Canada,2023-07-28,2023-12-12,2,active,2024-01-22,366.08,4,29,Electronics,Tennis Racket,Sports,Female
ORD6103,CUST2103,67,PROD1303,Canada,2023-03-31,2025-06-13,4,active,2025-02-14,302.55,5,30,Sports,Refrigerator,Home,Male
ORD6104,CUST2104,38,PROD1304,Pakistan,2021-01-28,2024-10-10,5,active,2024-12-25,72.5,2,27,Beauty,Lipstick,Beauty,Other
ORD6105,CUST2105,44,PROD1305,India,2021-06-14,2024-06-21,3,active,2021-12-27,1194.42,1,29,Home,Running Shoes,Sports,Male
ORD6106,CUST2106,22,PROD1306,USA,2020-09-13,2023-07-30,2,active,2021-10-15,136.82,8,39,Sports,Moisturizer,Beauty,Female
ORD6107,CUST2107,53,PROD1307,Pakistan,2022-08-31,2022-12-28,5,active,2024-11-08,1491.08,1,41,Electronics,Headphones,Electronics,Male
